Species,barcode01,barcode02,barcode03,barcode04,barcode05,barcode06,barcode07,barcode08,barcode09,barcode10,barcode11,barcode12,barcode13,barcode14,barcode15,barcode16,barcode17,barcode18,barcode19,barcode20
Clostridium butyricum,0,0,0,0,0,0,0,0,0,0,424.828473555132,365.940065797854,188.642302752771,427.60832057237,118.951515491597,0,0,0,0,0
Clostridium chartatabidum,0,0,0,0,0,0,0,0,0,0,22.6487656148103,969.887813232855,74.3664279789192,18.2615886555006,16.023116030395,0,0,0,0,0
Clostridium isatidis,0,0,0,0,0,0,0,0,0,0,72.3591729967384,20.1023693810594,0,41.2617816893385,0,0,0,0,0,0
Clostridium merdae,0,0,0,0,0,0,0,0,0,0,264.933287475963,85.1977470390661,222.00732343159,187.739092840597,46.8322731259303,380.975890841361,19.4256675207348,0,0,0
Clostridium paraputrificum,0,0,0,0,0,0,0,0,0,0,81.0650653289864,143.989255316901,58.9797857718009,89.4221387838491,92.3353545186093,0,0,0,0,0
Clostridium pascui,0,0,0,0,0,0,0,0,0,0,20.9588270815396,0,0,0,0,0,0,0,0,0
Clostridium pasteurianum,0,0,0,0,0,0,0,0,0,0,12.4832660772724,0,0,0,0,17.478399226805,0,0,0,0
Clostridium saccharoperbutylacetonicum,0,0,0,0,0,0,0,0,0,0,23.7976761097123,122.528769841116,16.3949621221797,29.9913962187467,17.2456870522698,0,0,0,0,0
Clostridium sardiniense,0,0,0,0,0,0,0,0,0,0,106.332539611692,83.7225501644438,741.13258469675,55.9599534583488,13.1677523085509,0,0,0,0,0
Clostridium septicum,0,0,0,0,0,0,0,0,0,0,25.802372885096,0,0,0,0,0,0,0,0,0
Clostridium sp. BNL1100,0,0,0,0,0,0,0,0,0,0,147.655419281824,307.120186156195,419.105151962677,198.431545736038,652.031704336792,2780.54208478807,17.8053517892594,0,0,0
Clostridium sp. SY8519,0,0,0,0,0,0,0,0,0,0,22.9282430228621,27.4610426027254,36.4323629997364,82.7195544856754,33.1622502243328,0,0,0,14.0228819767398,0
Clostridium subterminale,0,0,0,0,0,0,0,0,0,0,18.503223645557,0,0,0,0,46.5630534778633,0,0,0,0
Clostridium thermosuccinogenes,0,0,0,0,0,0,0,0,0,0,198.140988296923,110.718133641767,181.692298018384,217.313686253775,603.757577386581,3863.16779976091,21.7641779938505,124.937183067901,0,0
Cohnella candidum,0,0,0,0,0,0,0,0,0,0,27.4717636694416,0,0,0,0,0,0,0,0,0
Colidextribacter massiliensis,0,0,0,0,0,0,0,0,0,0,459.490859039676,234.650433812141,224.539996585912,237.524345467049,114.269604738646,685.61476683797,0,0,0,0
Collinsella aerofaciens,0,0,0,0,0,0,0,0,0,0,28.0668234206016,0,0,13.0364053074039,0,15.0281906545507,88.267637189404,0,117.373955397882,11.0086763167074
Coprococcus catus,0,0,0,0,0,0,0,0,0,0,374.857928056497,313.445863499942,1039.52002144664,80.1876261184085,367.68869899869,376.753296551939,1140.45799414037,0,0,57.7651897631209
Coprococcus comes,0,0,0,0,0,0,0,0,0,0,1365.40847587603,364.132996274379,672.104554028709,619.05479742938,390.744486812409,265.685255888722,774.409426516889,0,0,370.309195646811
Coprococcus eutactus,0,0,0,0,0,0,0,0,0,0,14.4277037882104,193.665013874547,61.1991769459741,136.154024118629,119.002557933361,454.608493167114,228.301538748554,0,0,12.0094659025906
Crassaminicella thermophila,0,0,0,0,0,0,0,0,0,0,53.8387530694049,0,0,0,0,27.3629880092465,0,0,0,0
Cryptanaerobacter phenolicus,0,0,0,0,0,0,0,0,0,0,39.332902205037,0,0,0,0,0,0,0,0,0
Culturomica massiliensis,0,0,0,0,0,0,0,0,0,0,12.6457990444509,0,0,0,0,0,0,0,0,0
Cuneatibacter caecimuris,0,0,0,0,0,0,0,0,0,0,38.8312579372146,59.0000563918092,164.291630071161,31.4420939683687,76.1027263961778,45.3859487822115,13.7504972745817,0,0,24.7676651793518
Dehalobacterium formicoaceticum,0,0,0,0,0,0,0,0,0,0,28.669978231928,0,10.9759790254505,17.2282851126191,0,17.6348529974138,0,0,0,0
Desulfoscipio gibsoniae,0,0,0,0,0,0,0,0,0,0,37.0176583520064,0,0,0,0,0,0,0,0,0
Desulfovibrio desulfuricans,0,0,0,0,0,0,0,0,0,0,128.309456477501,0,36.7781132105123,0,0,0,0,0,0,0
Dialister hominis,0,0,0,0,0,0,0,0,0,0,355.343300609512,351.996335895619,198.476056621691,519.761176281144,397.413433510338,185.759374149886,0,0,0,0
Dialister massiliensis,0,0,0,0,0,0,0,0,0,0,694.443228680609,1139.33544099059,764.835964164801,1735.28367111209,1544.52277432574,1100.65371703042,0,0,0,0
Dialister succinatiphilus,0,0,0,0,0,0,0,0,0,0,1760.64199285174,2883.67132778054,1392.42951786099,1886.64604162256,4400.04458968178,0,0,0,0,0
Dorea formicigenerans,0,0,0,0,0,0,0,0,0,0,43.1039580352885,291.151592980291,184.436396896934,159.372944293657,296.312219973611,1685.0966287634,1462.22802837795,1891.75055688528,1819.70259689906,1655.34343438966
Dorea longicatena,0,0,0,0,0,0,0,0,0,0,25.0604407182516,847.076873830653,856.203595564682,508.189083437961,917.958759344993,4321.10152522453,4510.52338517204,5952.95365267391,2669.41868222938,199.791597990189
Duncaniella sp. B8,0,0,0,0,0,0,0,0,0,0,456.452676791251,55.5809967794211,184.226831415663,254.884761281924,41.6209207171455,17.0319494084908,0,0,0,0
Dysosmobacter welbionis,0,0,0,0,0,0,0,0,0,0,2804.69789467495,773.069745789922,2026.76626172387,1606.63918517531,875.110243454667,2066.10439575523,50.665058721012,22.026252803248,34.9256523583497,88.9736811062449
Egibacter rhizosphaerae,0,0,0,0,0,0,0,0,0,0,68.2511026662154,0,0,0,0,0,0,0,0,0
Eisenbergiella massiliensis,0,0,0,0,0,0,0,0,0,0,66.6465593425623,20.4836555336826,36.4314343550426,86.5606713706451,40.6847936564836,15.5728730676891,20.3908638592635,289.248514709021,25.328575736602,0
Emergencia timonensis,0,0,0,0,0,0,0,0,0,0,423.134382402549,169.16760188008,198.377808228889,327.232189661979,206.166154409692,10.7752469652674,0,0,0,0
Enterocloster bolteae,0,0,0,0,0,0,0,0,0,0,50.9779668560176,161.660262518006,228.242567812439,111.12545813827,152.725527934762,272.876929975204,46.6612439000265,699.150065703499,500.819400850332,852.68545017706
Ethanoligenens harbinense,0,0,0,0,0,0,0,0,0,0,60.0088994580884,19.1257474217761,31.880645894167,37.8452759681221,38.0156512887289,69.6273438709848,0,0,0,0
Eubacterium coprostanoligenes,0,0,0,0,0,0,0,0,0,0,843.445309755473,508.480950778124,516.660011474352,920.275217322812,640.041464183504,2138.87210531582,403.522059100873,0,2064.98851781382,0
Eubacterium limosum,0,0,0,0,0,0,0,0,0,0,38.2935232817217,0,0,21.9787771528887,0,35.1218186514497,0,0,0,0
Eubacterium oxidoreducens,0,0,0,0,0,0,0,0,0,0,93.174783868535,157.321687721457,101.135536810611,383.453603095888,251.351992994325,52.6496350373884,0,0,0,0
Eubacterium pyruvativorans,0,0,0,0,0,0,0,0,0,0,779.837783852453,161.152844329618,20.0487362575088,272.53308212188,286.992231275063,0,0,0,0,0
Eubacterium ruminantium,0,0,0,0,0,0,0,0,0,0,51.7458300507993,217.462683535755,41.1086192449609,51.0255848165604,606.72847938417,0,0,0,0,0
Eubacterium ventriosum,0,0,0,0,0,0,0,0,0,0,14.0362072079049,12.0060282483297,29.0756877908193,11.1046764140052,15.0281505693666,404.641705067829,132.416631411316,77.0920757665463,0,0
Eubacterium xylanophilum,0,0,0,0,0,0,0,0,0,0,311.810921710776,397.347516917254,114.277796577297,127.544417759415,34.2106732593741,842.230758513791,0,0,0,0
Faecalibacterium prausnitzii,0,0,0,0,0,0,0,0,0,0,272.56201138743,2195.14857283392,1424.60839907412,1881.66596748177,2493.09376690422,4554.24540471552,9645.77322127934,20815.8747146444,197.321982071452,69699.0931387604
Faecalicatena fissicatena,0,0,0,0,0,0,0,0,0,0,37.8685815908081,36.3171285432585,56.4675586838073,36.47475653007,65.3262352703946,179.991919315421,32.2332320199541,628.446507137932,33.7534774779928,0
Faecalicatena orotica,0,0,0,0,0,0,0,0,0,0,15.0963217488486,26.7663026924444,24.6473947847588,20.1639829389068,0,90.2054141151149,31.1935637008943,203.34718004254,0,19.2547244657802
Faecalimonas umbilicata,0,0,0,0,0,0,0,0,0,0,22.4429882502654,55.6517847631067,49.5202274755119,44.8453878043688,64.7886491721958,175.614055698746,45.4548890121508,42.0692599244395,18.4783169146952,100.077671581588
Faecalitalea cylindroides,0,0,0,0,0,0,0,0,0,0,44.8537132778998,23.0434343355555,46.5745889525237,65.1447069844752,44.183557896119,30.2748641635693,0,0,0,0
Fibrobacter intestinalis,0,0,0,0,0,0,0,0,0,0,12.0290115447317,0,0,0,0,0,0,0,0,0
Flavonifractor plautii,0,0,0,0,0,0,0,0,0,0,202.007596645879,95.8124862577414,314.79407561361,116.557217855845,107.071847375121,160.846461090969,0,21.0250594940095,102.607947423168,0
Flintibacter sp. KGMB00164,0,0,0,0,0,0,0,0,0,0,553.376251520002,248.021823368173,169.932155374736,324.720113161857,180.956618554396,1188.53793967228,79.2402631342637,0,0,15.0111719526137
Frisingicoccus caecimuris,0,0,0,0,0,0,0,0,0,0,77.0849254422476,0,46.1121696318474,0,0,0,0,0,0,0
Fusicatenibacter saccharivorans,0,0,0,0,0,0,0,0,0,0,88.8996042483288,484.909550184327,797.427222396642,293.689559313134,427.878950220676,5923.48477072341,2708.28645353277,13061.6637961671,8050.6834813241,187.126242301657
Gabonia massiliensis,0,0,0,0,0,0,0,0,0,0,29.0484745603258,0,0,16.7870362210826,0,0,0,0,0,0
Geosporobacter ferrireducens,0,0,0,0,0,0,0,0,0,0,71.9331785647965,0,13.0758148245541,15.7579256430154,15.4020840441789,38.5422591857986,0,0,0,0
Hahella sp. KA22,0,0,0,0,0,0,0,0,0,0,21.0507702032808,545.655847194782,244.956394173337,579.358897711516,449.836224977125,0,0,0,0,0
Hallella multisaccharivorax,0,0,0,0,0,0,0,0,0,0,21.8524562723562,206.034225838105,207.101599534083,263.847473590741,145.711547143707,0,0,0,0,0
Haploplasma axanthum,0,0,0,0,0,0,0,0,0,0,21.0507560055673,0,0,0,0,51.0885239476877,0,0,0,0
Harryflintia acetispora,0,0,0,0,0,0,0,0,0,0,22.0423102981886,25.4438987576486,10.6815812047779,28.4654002826835,11.840028029367,20.631054270684,0,0,0,16.0758306325991
Helicobacter pullorum,0,0,0,0,0,0,0,0,0,0,66.1595634960242,0,12.0292417545053,25.0586331620027,12.0225187797806,0,0,0,0,0
Helicobacter rodentium,0,0,0,0,0,0,0,0,0,0,15.0362644309146,0,0,11.0257985912812,0,0,0,0,0,0
Heliophilum fasciatum,0,0,0,0,0,0,0,0,0,0,27.5295636764853,0,0,0,0,0,0,0,0,0
Holdemanella biformis,0,0,0,0,0,0,0,0,0,0,12.0290115447317,48.0934639901056,23.0560466964908,42.0985037121645,63.1182235938611,0,92.2798025161951,32.0381858956334,0,0
Hoylesella buccalis,0,0,0,0,0,0,0,0,0,0,67.0332965850762,22.3709532926672,185.128638784936,37.2054929034146,24.2146127881536,0,0,0,22.035957389532,0
Hoylesella loescheii,0,0,0,0,0,0,0,0,0,0,38.4623813946652,0,57.9289096453703,0,0,0,0,0,0,0
Hoylesella shahii,0,0,0,0,0,0,0,0,0,0,69.4119136235066,29.5605353402094,86.5634191199491,33.6905902532819,30.5803433738034,0,0,0,0,0
Hungateiclostridiaceae bacterium KB18,0,0,0,0,0,0,0,0,0,0,19.5875940326888,0,11.9828323608127,13.2471905089883,0,13.6516198888388,0,0,0,0
Hungatella hathewayi,0,0,0,0,0,0,0,0,0,0,199.201490189767,252.497331977198,368.196811787075,395.732333920907,350.586542382546,474.149146828697,52.5432449274446,59.6265678009162,69.6882617954648,78.2231472789923
Hydrogenoanaerobacterium saccharovorans,0,0,0,0,0,0,0,0,0,0,65.5380190802094,15.9797170647517,27.7037161473089,58.2632966757892,34.0943107836248,20.3473782358752,0,0,0,0
Ihubacter massiliensis,0,0,0,0,0,0,0,0,0,0,395.180267564003,308.56897845363,268.758639500748,370.637229244644,328.231452317552,356.607462971177,99.3867085047667,0,28.1923109984418,0
Intestinibacillus massiliensis,0,0,0,0,0,0,0,0,0,0,1182.68397289725,1373.37178147686,911.073090493205,852.527967030599,641.465316920716,233.660002973859,0,0,0,0
Intestinibacter bartlettii,0,0,0,0,0,0,0,0,0,0,380.367021418691,966.104496216197,467.50947517086,397.949345354981,445.087169997499,626.141878978985,1211.08783131749,144.171852801253,629.453092700466,0
Intestinimonas butyriciproducens,0,0,0,0,0,0,0,0,0,0,1299.68291126381,332.902379930538,631.66124685077,951.242699459915,474.635944864306,1306.56068849861,0,0,0,0
Kineothrix alysoides,0,0,0,0,0,0,0,0,0,0,21.85365066481,0,49.4299941694409,0,95.0854451519914,21.7105487434263,0,0,0,0
Lachnoclostridium sp. YL32,0,0,0,0,0,0,0,0,0,0,30.2288683239937,55.8475553329912,26.3030253711631,115.919185788601,50.2665354629464,56.0537807785439,19.8665004412583,228.210023917103,35.548417909119,21.9762697638449
Lachnospira eligens,0,0,0,0,0,0,0,0,0,0,56.050649531611,524.351650905378,966.513784533502,864.184547054319,128.877065493185,530.076592726436,0,146.491680456697,0,0
Lachnospiraceae bacterium Choco86,0,0,0,0,0,0,0,0,0,0,49.686560319331,17.4345985233473,34.1498066142535,38.7851318972617,33.8008794429567,140.693975694891,52.3059050174133,41.7805407205703,36.0688546038536,0
Lachnospiraceae bacterium GAM79,0,0,0,0,0,0,0,0,0,0,1163.88333754985,316.862624111014,295.292920893709,248.635776551705,286.824384448826,1569.87485582466,23.1297412414425,87.5119883056289,0,81.6864129296377
Lacrimispora saccharolytica,0,0,0,0,0,0,0,0,0,0,301.155315116286,421.693743663571,519.60117389868,321.776303075064,377.510264006617,1783.15336988613,107.233061651193,0,40.580215235781,117.845626550406
Leyella stercorea,0,0,0,0,0,0,0,0,0,0,54.6891805947352,175.514339959935,316.964179194473,152.551064398827,83.8266494589261,0,0,0,0,0
Ligilactobacillus ruminis,0,0,0,0,0,0,0,0,0,0,55.1329706295973,251.488597715022,21.0511730703842,86.2016980772892,70.13135954872,0,0,0,0,0
Lutispora thermophila,0,0,0,0,0,0,0,0,0,0,29.4273454058502,0,12.1378636071792,0,0,20.5391324118114,0,0,0,0
Mageeibacillus indolicus,0,0,0,0,0,0,0,0,0,0,27.713956946545,20.6125718610156,25.2229744182007,21.8464703628519,24.8597408082768,80.0583107757983,0,0,0,0
Mahella australiensis,0,0,0,0,0,0,0,0,0,0,141.580772806385,14.0825849856813,41.9176744947245,24.8674030010739,16.2881554130087,64.3539567118039,0,0,0,0
Maliibacterium massiliense,0,0,0,0,0,0,0,0,0,0,1526.83207586538,210.325282916012,305.824203409317,598.697468268075,176.274746857299,2124.39833811222,201.611048210301,0,0,80.0630694814448
Mediterraneibacter faecis,0,0,0,0,0,0,0,0,0,0,14.652308440122,270.161333975851,145.925144882302,94.2627152568268,288.18645831096,3083.53910185176,814.93086893758,0,0,0
Mediterraneibacter gnavus,0,0,0,0,0,0,0,0,0,0,444.453729077067,356.323617342088,671.585029744031,543.539753630536,433.977173933933,1483.55429501577,312.962733218627,1240.57113708014,2532.7148631409,517.931406832183
Megasphaera elsdenii,0,0,0,0,0,0,0,0,0,0,7905.43784859583,12122.7553009432,8968.80253953031,6104.32767625676,16561.113606781,0,0,0,0,0
Megasphaera hexanoica,0,0,0,0,0,0,0,0,0,0,64.1547284132428,77.6870899036145,0,66.2358137108451,44.4829346494447,0,0,0,0,0
Merdimmobilis hominis,0,0,0,0,0,0,0,0,0,0,168.914096688159,36.1143712568393,52.6234190633007,70.1018698645512,79.4370979498479,88.6627392497455,0,0,0,0
Millionella massiliensis,0,0,0,0,0,0,0,0,0,0,283.631225016624,234.862438361215,254.925364528569,351.865051893653,188.872828385731,0,0,0,0,0
Mitsuokella jalaludinii,0,0,0,0,0,0,0,0,0,0,307.781519934185,6311.57771791302,6072.00989775944,5091.06961811377,5256.70556145815,0,0,0,0,0
Mitsuokella multacida,0,0,0,0,0,0,0,0,0,0,10.3409871357353,102.23050731021,90.9812357491129,50.1282350322674,81.4188315638317,0,0,0,0,0
Mogibacterium diversum,0,0,0,0,0,0,0,0,0,0,610.550135049008,288.330955763747,305.727499867668,542.501210085623,394.739550988087,0,0,0,0,11.0086763167074
Muribaculum intestinale,0,0,0,0,0,0,0,0,0,0,185.000638915072,52.7903534381603,183.887685590929,121.304087020624,53.8719781419206,0,0,0,0,0
Murimonas intestini,0,0,0,0,0,0,0,0,0,0,19.9564616065089,14.4070247071959,0,35.4033280683395,17.6063168826875,65.2146097841102,0,0,0,0
Mycoplasma capricolum,0,0,0,0,0,0,0,0,0,0,23.7860212046032,0,32.0727443644401,0,37.1371420641218,0,0,0,0,0
Mycoplasma putrefaciens,0,0,0,0,0,0,0,0,0,0,29.6969733522949,0,0,0,0,0,0,0,0,0
Negativibacillus massiliensis,0,0,0,0,0,0,0,0,0,0,392.295590324486,120.372653074819,174.818846364418,359.557154520712,158.724299654499,57.6325361001048,0,0,0,15.471658641745
Neglectibacter timonensis,0,0,0,0,0,0,0,0,0,0,603.29265361264,404.200317600677,348.359462571161,478.404850493239,268.462683746239,1007.13246120208,366.83106766832,0,107.381884757329,0
Odoribacter splanchnicus,0,0,0,0,0,0,0,0,0,0,10.1154630104577,0,0,0,0,0,0,0,0,0
Oligosphaera ethanolica,0,0,0,0,0,0,0,0,0,0,20.0483525745528,0,0,13.0304892442414,0,0,0,0,0,0
Olsenella uli,0,0,0,0,0,0,0,0,0,0,28.0685637860119,0,0,72.1689153823655,0,0,0,0,0,0
Oribacterium asaccharolyticum,0,0,0,0,0,0,0,0,0,0,166.561906308763,178.594233221256,131.956744382325,226.294729693869,171.645310283315,0,0,0,0,0
Oribacterium parvum,0,0,0,0,0,0,0,0,0,0,84.8040514324385,86.0878877683324,63.366890078511,22.2744581241374,70.7851599590644,0,0,0,0,0
Oscillibacter ruminantium,0,0,0,0,0,0,0,0,0,0,14.5916998953502,0,11.1804642862806,0,0,82.4801764327071,0,0,0,0
Oscillibacter sp. PEA192,0,0,0,0,0,0,0,0,0,0,139.117089166064,57.9166682315558,113.016540385359,146.005662007863,32.6219519582905,101.532332336941,0,0,29.7360384583404,0
Oscillibacter valericigenes,0,0,0,0,0,0,0,0,0,0,3469.58974887547,1257.29315648007,1657.0905477235,2573.82690050575,1176.84925626912,4600.06333777582,22.5106262472732,0,0,18.1113751809866
Oxalobacter formigenes,0,0,0,0,0,0,0,0,0,0,53.1281343225649,0,0,0,0,0,0,0,0,0
Oxobacter pfennigii,0,0,0,0,0,0,0,0,0,0,34.576201285085,0,0,0,0,0,0,0,0,0
Paenibacillus polymyxa,0,0,0,0,0,0,0,0,0,0,87.7346773391411,0,22.9348126935478,20.9759684490217,18.2748054880086,73.74660668808,0,0,0,0
Paludibacter propionicigenes,0,0,0,0,0,0,0,0,0,0,22.8314639359695,0,0,0,0,0,0,0,0,0
Paludihabitans psychrotolerans,0,0,0,0,0,0,0,0,0,0,12.397445695977,29.7805401749588,51.6496542205692,51.9212370019692,22.862275793782,47.8898197253056,0,0,0,0
Papillibacter cinnamivorans,0,0,0,0,0,0,0,0,0,0,394.919425561311,111.783322583761,633.809944048187,243.025124021147,169.541037159931,1158.17385011129,0,0,0,0
Parabacteroides distasonis,0,0,0,0,0,0,0,0,0,0,152.431921000006,39.7701490424533,53.7180773924437,44.1207840610522,38.7890224489079,39.9232721789728,0,0,0,0
Paraprevotella clara,0,0,0,0,0,0,0,0,0,0,55.503704392193,21.786061959975,24.4140004742485,27.1336451666494,19.5122725372975,0,0,0,0,0
Paraprevotella xylaniphila,0,0,0,0,0,0,0,0,0,0,55.6677393659443,16.6744112775709,34.1911416561202,24.6918784865606,15.8044912676501,0,0,0,0,0
Parasphaerochaeta coccoides,0,0,0,0,0,0,0,0,0,0,17.7775941561051,0,14.0447459473999,0,0,0,0,0,0,0
Pelotomaculum schinkii,0,0,0,0,0,0,0,0,0,0,21.6596772276558,0,0,0,0,0,0,0,0,0
Phascolarctobacterium succinatutens,0,0,0,0,0,0,0,0,0,0,464.123515521094,148.45407208007,1757.27173297064,30.0703597944032,234.439116206298,0,0,0,0,0
Pleomorphochaeta multiformis,0,0,0,0,0,0,0,0,0,0,14.0214669171405,0,0,20.0469065296021,0,0,0,0,0,0
Prevotella amnii,0,0,0,0,0,0,0,0,0,0,11.9721721828636,30.8775857406429,55.824569422381,35.5939771944062,17.3781462136785,0,0,0,0,0
Prevotella dentasini,0,0,0,0,0,0,0,0,0,0,12.025252877027,0,29.5382304032498,0,15.8857229476185,0,0,0,0,0
Prevotella denticola,0,0,0,0,0,0,0,0,0,0,12.2431997572409,33.4901285569633,49.3308597274064,42.3335206935663,19.3552052634926,0,0,0,0,0
Prevotella fusca,0,0,0,0,0,0,0,0,0,0,20.3175942855228,121.933154610274,104.461282529009,149.902212786421,70.085230075646,0,0,0,0,0
Prevotella jejuni,0,0,0,0,0,0,0,0,0,0,32.6111518645821,66.3246484565204,23.4300681264466,115.339396668427,46.129747805751,0,0,0,0,0
Prevotella veroralis,0,0,0,0,0,0,0,0,0,0,24.7450394523489,53.7148188378961,18.8791530389625,65.6060204680283,56.4024562592969,0,0,0,0,0
Prevotellamassilia timonensis,0,0,0,0,0,0,0,0,0,0,43.771159302139,147.291500729059,295.486115705717,246.623029932777,90.1635465252888,0,0,0,0,0
Proteiniclasticum ruminis,0,0,0,0,0,0,0,0,0,0,29.709187068851,0,0,0,0,22.1267418321706,0,0,0,0
Pseudobutyrivibrio xylanivorans,0,0,0,0,0,0,0,0,0,0,12.2668995900776,376.06398546317,362.913704205371,317.81154707687,65.4738939559339,0,0,0,0,0
Pseudoflavonifractor capillosus,0,0,0,0,0,0,0,0,0,0,31.6687996470364,0,29.7866092374662,10.2789790938225,0,30.4921911528408,0,0,0,0
Pseudoflavonifractor phocaeensis,0,0,0,0,0,0,0,0,0,0,116.300062326025,44.7598515252034,113.583446937741,88.5313606781403,54.5481005554959,217.307115484325,0,0,0,0
Pseudoprevotella muciniphila,0,0,0,0,0,0,0,0,0,0,24.404273577942,12.6663035757389,36.2694065714967,28.6239896239205,16.0710674827907,0,0,0,0,0
Pseudoramibacter alactolyticus,0,0,0,0,0,0,0,0,0,0,11.0265939160044,0,0,0,11.0206422159623,0,0,0,0,0
Rhabdanaerobium thermarum,0,0,0,0,0,0,0,0,0,0,27.5635943154879,0,0,0,0,25.9556582255558,0,0,0,0
Robinsoniella peoriensis,0,0,0,0,0,0,0,0,0,0,198.452828152428,204.574389113989,234.227309196379,150.358939364021,232.975564232894,335.221397931774,0,301.086666374991,0,12.4274641695586
Roseburia faecis,0,0,0,0,0,0,0,0,0,0,518.906907731704,3636.61373882356,2581.52975901486,3512.15922064445,1360.61017426022,84.2771128402819,71.2142428994201,14.4513238685154,98.0324110862973,0
Roseburia hominis,0,0,0,0,0,0,0,0,0,0,392.776841803284,1520.91322670492,2390.3414983375,735.000322384171,488.316648821962,723.246976976286,23.2352109827278,81.531141400099,0,41.1521967287077
Roseburia intestinalis,0,0,0,0,0,0,0,0,0,0,182.54931655721,801.352407628102,404.823954271714,880.073643351079,339.949038750654,99.0444414503334,16.3507157855133,41.4658750487241,18.3745114038484,0
Roseburia inulinivorans,0,0,0,0,0,0,0,0,0,0,127.023721572441,200.90366574832,133.161716458471,355.489740487472,88.1204272713047,45.4237805177085,11.0381095793915,30.0208904290896,230.145985869221,345.184055219027
Ruminiclostridium cellobioparum,0,0,0,0,0,0,0,0,0,0,62.3056343669079,70.7951064239562,81.5514676329256,0,127.095624515385,360.005162324255,0,53.0241876599582,0,0
Ruminiclostridium hungatei,0,0,0,0,0,0,0,0,0,0,17.7007230978533,43.9540121979392,42.0383180952982,0,201.614070301466,122.631645758921,0,0,0,0
Ruminobacter amylophilus,0,0,0,0,0,0,0,0,0,0,38.0918698916499,1471.4445418973,641.691311432289,1395.32849993885,1191.84773155118,0,0,0,0,0
Ruminococcaceae bacterium CPB6,0,0,0,0,0,0,0,0,0,0,410.624123767235,32.1008264657719,32.0302673518168,292.976883135866,30.2208241177585,43.5676672945367,0,0,0,0
Ruminococcus albus,0,0,0,0,0,0,0,0,0,0,76.5024536446656,24.7180657243047,42.5746650927781,131.457132682796,36.2361080316123,0,0,0,0,0
Ruminococcus bicirculans (ex Wegman et al. 2014),0,0,0,0,0,0,0,0,0,0,52.561274551253,61.8398889410977,68.4969824932888,109.466430468804,137.405108245197,938.416817015464,100.304133169777,24.0286394217251,0,518.505534555416
Ruminococcus bovis,0,0,0,0,0,0,0,0,0,0,462.384404168393,299.616161753772,434.042400004169,497.53969506573,615.866239116752,186.860778405987,35.1932680818767,0,0,0
Ruminococcus bromii,0,0,0,0,0,0,0,0,0,0,73.0903976930894,112.005167583451,394.544513320543,75.3764463513567,38.8055084383973,8477.20046110911,6551.91529522722,0,23.0375918163289,0
Ruminococcus champanellensis,0,0,0,0,0,0,0,0,0,0,269.147637051142,725.099768943016,534.74109280819,1113.58029116715,560.327617626916,694.702410459668,203.185968649637,0,0,0
Ruminococcus flavefaciens,0,0,0,0,0,0,0,0,0,0,30.913155021786,46.1843332632151,0,0,11.5538942582123,0,0,0,0,0
Ruthenibacterium lactatiformans,0,0,0,0,0,0,0,0,0,0,23.9257612792968,59.980818174129,88.3529697202309,37.1154602907561,44.8768058188268,220.039841113305,16.1031477804729,0,122.199400070984,31.024451430772
Salimesophilobacter vulgaris,0,0,0,0,0,0,0,0,0,0,101.712025662605,21.7106979391879,0,21.6415833513562,17.2397691921436,92.7168673039047,0,0,0,0
Schwartzia succinivorans,0,0,0,0,0,0,0,0,0,0,19.1306059838432,125.789659562527,177.123114423997,59.6469783977024,74.4509849775005,0,0,0,0,0
Segatella albensis,0,0,0,0,0,0,0,0,0,0,16.1152735581148,15.4307136438895,19.1577028497997,18.55718653729,12.4194585254791,0,0,0,0,0
Segatella baroniae,0,0,0,0,0,0,0,0,0,0,21.9679176103918,0,0,16.5588441865583,0,0,0,0,0,0
Segatella bryantii,0,0,0,0,0,0,0,0,0,0,20.7997236060863,0,0,0,0,0,0,0,0,0
Segatella buccae,0,0,0,0,0,0,0,0,0,0,21.1145923682977,0,0,0,0,0,0,0,0,0
Segatella copri,0,0,0,0,0,0,0,0,0,0,127.813537069033,2435.97310945785,1897.51180019794,1859.05454344698,859.68753202713,226.424739195231,0,97.1157509961389,0,0
Segatella oris,0,0,0,0,0,0,0,0,0,0,175.967105608346,134.169613176646,404.891318431627,218.75980392251,157.471038844165,0,0,0,0,0
Segatella oulorum,0,0,0,0,0,0,0,0,0,0,12.2683581904925,23.0475531651699,38.2665519490844,40.1260812350709,23.0006073790209,0,0,0,0,0
Segatella paludivivens,0,0,0,0,0,0,0,0,0,0,271.257567852723,177.98688793697,328.226182408626,404.329511788953,350.789904958707,0,0,0,0,0
Selenomonas bovis,0,0,0,0,0,0,0,0,0,0,278.645285863653,3059.70247342804,2840.34396162671,2286.17110356239,2601.5872766974,0,0,0,0,0
Selenomonas sp. oral taxon 136,0,0,0,0,0,0,0,0,0,0,10.306680940614,30.534808789536,76.5200474385503,25.9800370675233,16.1948972214576,0,0,0,0,0
Selenomonas sp. oral taxon 478,0,0,0,0,0,0,0,0,0,0,101.308600115712,303.613095359538,921.749430371723,217.407015357632,447.179009703605,0,0,0,0,0
Selenomonas sp. oral taxon 920,0,0,0,0,0,0,0,0,0,0,11.2796185554349,40.3357747031973,81.8074622829392,29.2359456151884,36.9035938791499,0,0,0,0,0
Solobacterium moorei,0,0,0,0,0,0,0,0,0,0,41.8359817489164,76.0428675165001,81.194826804847,65.6137771661996,63.1239125418936,0,0,0,0,0
